org_id,stage_id,stage_recording_file_id,recording_name,srt_url,created_at
243,2044,1399,Creative Collaboration in a Hybrid Reality,https://s3.us-west-1.amazonaws.com/adair--prod/47izgughjvpt7ebvx7sdfuvnd1o4?response-content-disposition=attachment%3B%20filename%3D%22Creative%20Collaboration%20in%20a%20Hybrid%20Reality.srt%22%3B%20filename%2A%3DUTF-8%27%27Creative%2520Collaboration%2520in%2520a%2520Hybrid%2520Reality.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194211Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=371a491b82eee3cf9dc4c0efce8508e9a7bb246b772fbe2c92e6ce6c35112299,2021-06-11 21:01:08 UTC
243,2227,1843,Experience Matters: Driving Revenue & Results at Every Touchpoint,"",2021-07-22 18:34:35 UTC
243,2841,2166,Open Doors: Turning Underdog Cities Into Thriving Tech Hubs,"",2021-09-14 20:00:54 UTC
243,2717,2118,Hybrid Event Production Made Simple ,https://s3.us-west-1.amazonaws.com/adair--prod/kvxgno38qyr4wvedx5ff3t7vyepz?response-content-disposition=attachment%3B%20filename%3D%22Hybrid%20Event%20Production%20Made%20Simple%20.srt%22%3B%20filename%2A%3DUTF-8%27%27Hybrid%2520Event%2520Production%2520Made%2520Simple%2520.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194211Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=0d55790f30d249af627fd777a60ef0f1d6f37fec54e7f747c69c9d4d699132a2,2021-09-09 20:59:58 UTC
243,2656,2011,"[original] When Opportunity, Design, and Tech Beautifully Collide","",2021-08-18 21:03:46 UTC
243,3360,2959,"Shaping Culture Through Inclusion at Disney, Google and VICE","",2021-11-09 20:56:10 UTC
243,3139,2309,Empower Belonging Kick-off,"",2021-09-23 18:31:31 UTC
243,3271,3067,Empower Belonging in Your Remote Workplace,https://s3.us-west-1.amazonaws.com/adair--prod/zqao2g3g9etgwdehk73s3fg0m5i5?response-content-disposition=attachment%3B%20filename%3D%22Empower%20Belonging%20in%20Your%20Remote%20Workplace.srt%22%3B%20filename%2A%3DUTF-8%27%27Empower%2520Belonging%2520in%2520Your%2520Remote%2520Workplace.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=72a97f081b731a59b364fbaef767866575b3a1d34fae5f2c511a65e5ad3f7807,2021-11-17 19:54:51 UTC
243,3424,2730,Welcome Housekeeping Notes (Recording),https://s3.us-west-1.amazonaws.com/adair--prod/avuo5v8svipi9n44x5w15th0f9j6?response-content-disposition=attachment%3B%20filename%3D%22Welcome%20Housekeeping%20Notes%20%2528Recording%2529.srt%22%3B%20filename%2A%3DUTF-8%27%27Welcome%2520Housekeeping%2520Notes%2520%2528Recording%2529.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=57b12387e1e965fe6d7e015b7ada772e8432cb05e382dc23f98ffca6ad534082,2021-10-21 17:33:46 UTC
243,3510,3074,Gourmet Taco Night with Virtual Chef 🌮,https://s3.us-west-1.amazonaws.com/adair--prod/m8cbri0s0c1vye05eot0rvzn0s3m?response-content-disposition=attachment%3B%20filename%3D%22Gourmet%20Taco%20Night%20with%20Virtual%20Chef%20%253F.srt%22%3B%20filename%2A%3DUTF-8%27%27Gourmet%2520Taco%2520Night%2520with%2520Virtual%2520Chef%2520%25F0%259F%258C%25AE.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=dfc8b3b73fce7657bed00c99da7ed11e63650635d150d1a56df09d244f14c785,2021-11-18 01:20:26 UTC
243,3467,2957, The Talent Wars of 2022 Webinar with Brex and Welcome CEOs,"",2021-11-09 18:45:46 UTC
243,5123,6098,Breaking the Doom Loop with Skills-Based Coaching,https://s3.us-west-1.amazonaws.com/adair--prod/fsyz6sju1a2xcyvsh9paeksantzv?response-content-disposition=attachment%3B%20filename%3D%22Breaking%20the%20Doom%20Loop%20with%20Skills-Based%20Coaching.srt%22%3B%20filename%2A%3DUTF-8%27%27Breaking%2520the%2520Doom%2520Loop%2520with%2520Skills-Based%2520Coaching.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=5a8da37df53831ccd1e2eea4562b3b1a18f0f1218781cad2ac4e80a3a8c50065,2022-06-23 18:01:47 UTC
243,7559,7999,[testing new features] Copy of Recession-Proof Marketing,https://s3.us-west-1.amazonaws.com/adair--prod/zcg28nk2yzj44wecs760rdbymstq?response-content-disposition=attachment%3B%20filename%3D%22%255Btesting%20new%20features%255D%20Copy%20of%20Recession-Proof%20Marketing.srt%22%3B%20filename%2A%3DUTF-8%27%27%255Btesting%2520new%2520features%255D%2520Copy%2520of%2520Recession-Proof%2520Marketing.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=90fcacc8ea26ad4022901849c1dee37272969ea5cd853b05d795f6d48dc1522b,2022-12-13 20:35:44 UTC
243,4640,4885,WelcomeEX Presents: Jovin Webb,https://s3.us-west-1.amazonaws.com/adair--prod/dxonfmxkrwfi6exiuqqvaju54ltx?response-content-disposition=attachment%3B%20filename%3D%22WelcomeEX%20Presents-%20Jovin%20Webb.srt%22%3B%20filename%2A%3DUTF-8%27%27WelcomeEX%2520Presents-%2520Jovin%2520Webb.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=aa03dc6cc1d8d56c5b1ecee87a0570e14b72a0e7365078a32247ce747d7e1a30,2022-03-30 17:48:20 UTC
243,4583,4752,Virtual Safari: Creative ways to engage remote teams,https://s3.us-west-1.amazonaws.com/adair--prod/xebicb82int5sb3hps549ucbb8je?response-content-disposition=attachment%3B%20filename%3D%22Virtual%20Safari-%20Creative%20ways%20to%20engage%20remote%20teams.srt%22%3B%20filename%2A%3DUTF-8%27%27Virtual%2520Safari-%2520Creative%2520ways%2520to%2520engage%2520remote%2520teams.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=bbe50dfee35e7fa8da6edfabbf9c23ac6f7f2d7843e11f2ca137b6765e6486f1,2022-03-23 18:02:40 UTC
243,7116,7624,J & J Podcast,https://s3.us-west-1.amazonaws.com/adair--prod/qxbmkfro4fjcvvh9ugd1z71lusnm?response-content-disposition=attachment%3B%20filename%3D%22J%20%2526%20J%20Podcast.srt%22%3B%20filename%2A%3DUTF-8%27%27J%2520%26%2520J%2520Podcast.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=d5a7a323de87574b6552140d2d2b2a439c03b05f60a5567cdd88f89395e85655,2022-11-08 21:31:33 UTC
243,5126,5263,Spotlight Interview with Sophia Chang,https://s3.us-west-1.amazonaws.com/adair--prod/q2zpi9ksk8m0mc4bkjw4zf6bwdzt?response-content-disposition=attachment%3B%20filename%3D%22Spotlight%20Interview%20with%20Sophia%20Chang.srt%22%3B%20filename%2A%3DUTF-8%27%27Spotlight%2520Interview%2520with%2520Sophia%2520Chang.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=27d1adc01d9919e6e30522bd8b79378828ce83eaba07cb0aa909dd4850664ec9,2022-04-28 22:56:27 UTC
243,4818,5069,Build Employee Experiences that Retain Top Talent,https://s3.us-west-1.amazonaws.com/adair--prod/jdlsptgbv7rgxcjg97qn9n6zsugh?response-content-disposition=attachment%3B%20filename%3D%22Build%20Employee%20Experiences%20that%20Retain%20Top%20Talent.srt%22%3B%20filename%2A%3DUTF-8%27%27Build%2520Employee%2520Experiences%2520that%2520Retain%2520Top%2520Talent.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=ab264105c7e59b2fdb30dbb617159e165478531a3c117e322c21e60c254adebb,2022-04-12 18:01:16 UTC
243,5035,5212,Ask Me Anything: Tangible Expert Tips to Prevent Burnout,https://s3.us-west-1.amazonaws.com/adair--prod/8h3jpkkud9uu11yglfe3f2yz1rr5?response-content-disposition=attachment%3B%20filename%3D%22Ask%20Me%20Anything-%20Tangible%20Expert%20Tips%20to%20Prevent%20Burnout.srt%22%3B%20filename%2A%3DUTF-8%27%27Ask%2520Me%2520Anything-%2520Tangible%2520Expert%2520Tips%2520to%2520Prevent%2520Burnout.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=8d80578c0277bda45584c6df7e2575806618de921213d08b03df5cbb298f0b5c,2022-04-26 20:03:17 UTC
243,5338,6006,AMA: Engage & Retain Employees Through Good Onboarding,https://s3.us-west-1.amazonaws.com/adair--prod/zfiqtri17sokt07xtefwtmufr6d2?response-content-disposition=attachment%3B%20filename%3D%22AMA-%20Engage%20%2526%20Retain%20Employees%20Through%20Good%20Onboarding.srt%22%3B%20filename%2A%3DUTF-8%27%27AMA-%2520Engage%2520%26%2520Retain%2520Employees%2520Through%2520Good%2520Onboarding.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=5fb9904c6c2e7b9b57805d77d136bfb641e2702b92efe87ace3a11040445dda7,2022-06-16 17:59:51 UTC
243,5251,5650,AMA: How to Lead a Distributed Workforce with Empathy,https://s3.us-west-1.amazonaws.com/adair--prod/dl04lksfqn8jeg4j45msv17j42ce?response-content-disposition=attachment%3B%20filename%3D%22AMA-%20How%20to%20Lead%20a%20Distributed%20Workforce%20with%20Empathy.srt%22%3B%20filename%2A%3DUTF-8%27%27AMA-%2520How%2520to%2520Lead%2520a%2520Distributed%2520Workforce%2520with%2520Empathy.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=e9ca54d1b2136a64095f9c0977c5ae6951950f114fbd4259203e2eff01281e53,2022-05-17 21:00:07 UTC
243,6079,7083,The Rise of the Cloud-Based Company,https://s3.us-west-1.amazonaws.com/adair--prod/hfkgzsw8gjuz3thjzdh5b61ruy9b?response-content-disposition=attachment%3B%20filename%3D%22The%20Rise%20of%20the%20Cloud-Based%20Company.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Rise%2520of%2520the%2520Cloud-Based%2520Company.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=6814be7759c33ee7a8c38a9e0dc75daa1b56e2d36b9a0c8256e53919205f0959,2022-09-19 17:00:34 UTC
243,7798,8145,Top 3 Marketing Attributions & Metric Myths In 2023,https://s3.us-west-1.amazonaws.com/adair--prod/twtwjxnmc3jrcgggu3y4uepulmyx?response-content-disposition=attachment%3B%20filename%3D%22Top%203%20Marketing%20Attributions%20%2526%20Metric%20Myths%20In%202023.srt%22%3B%20filename%2A%3DUTF-8%27%27Top%25203%2520Marketing%2520Attributions%2520%26%2520Metric%2520Myths%2520In%25202023.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=a685f29171fe21bd43cc818fb4635232e6caf0e2fc1e7a9113e22a0316c9edb4,2023-01-19 20:11:36 UTC
243,5298,5825,"Hybrid Team Communication: New Tools, Rules, and Norms",https://s3.us-west-1.amazonaws.com/adair--prod/r173qotqbcmxb8urdv1xcvybjba6?response-content-disposition=attachment%3B%20filename%3D%22Hybrid%20Team%20Communication-%20New%20Tools%252C%20Rules%252C%20and%20Norms.srt%22%3B%20filename%2A%3DUTF-8%27%27Hybrid%2520Team%2520Communication-%2520New%2520Tools%252C%2520Rules%252C%2520and%2520Norms.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c6e0c747135593f474d2dba59540a5cb1a9ca595e7d3bb23fb1b52bb4562cf25,2022-05-31 18:53:08 UTC
243,5544,6258,The Power of Purpose: Retaining Employees Through Purpose-Led Communities,https://s3.us-west-1.amazonaws.com/adair--prod/a74t4p8bzjcr9bettk6h93gl5f0a?response-content-disposition=attachment%3B%20filename%3D%22The%20Power%20of%20Purpose-%20Retaining%20Employees%20Through%20Purpose-Led%20Communities.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Power%2520of%2520Purpose-%2520Retaining%2520Employees%2520Through%2520Purpose-Led%2520Communities.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=0cbc444bcebd2d90b9d1f7a64e61e83442ed2a8b145caa2a1fd18dce4cfbdc03,2022-07-11 17:51:51 UTC
243,5100,5921,Virtual Volunteering: Purpose-led Employee Experiences for Distributed Teams,https://s3.us-west-1.amazonaws.com/adair--prod/tzlw4ky9fv8wuofzhujhj4z1th61?response-content-disposition=attachment%3B%20filename%3D%22Virtual%20Volunteering-%20Purpose-led%20Employee%20Experiences%20for%20Distributed%20Teams.srt%22%3B%20filename%2A%3DUTF-8%27%27Virtual%2520Volunteering-%2520Purpose-led%2520Employee%2520Experiences%2520for%2520Distributed%2520Teams.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=5aa05e61f23c8be7d6e9b2f0965941a3afeb5066cd132a9c3824acecf4747cef,2022-06-09 18:02:21 UTC
243,5666,6386,Changing How We Work: Why Remote Companies Will Win,https://s3.us-west-1.amazonaws.com/adair--prod/tsht1bmqi9245ofll7x084pu06fa?response-content-disposition=attachment%3B%20filename%3D%22Changing%20How%20We%20Work-%20Why%20Remote%20Companies%20Will%20Win.srt%22%3B%20filename%2A%3DUTF-8%27%27Changing%2520How%2520We%2520Work-%2520Why%2520Remote%2520Companies%2520Will%2520Win.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=1c63311bd7a5ac52890b6dfb9d3b33e6d0ffb04470ebaa8f69a329be839280f4,2022-07-21 18:01:08 UTC
243,5635,6794,The Power of Strong Workplace Relationships,https://s3.us-west-1.amazonaws.com/adair--prod/seahkbcol5kndvv6k39pvo0cmgeu?response-content-disposition=attachment%3B%20filename%3D%22The%20Power%20of%20Strong%20Workplace%20Relationships.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Power%2520of%2520Strong%2520Workplace%2520Relationships.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=655832fec34739e81fe514ef277c6526825e03686d7102b9dd9ae53b9024097e,2022-08-24 19:00:39 UTC
243,5415,6671,Top Trends & Predictions for Leading Distributed Teams in 2023,https://s3.us-west-1.amazonaws.com/adair--prod/1c4dcx5ao8r8aixn5ck6i7bmikak?response-content-disposition=attachment%3B%20filename%3D%22Top%20Trends%20%2526%20Predictions%20for%20Leading%20Distributed%20Teams%20in%202023.srt%22%3B%20filename%2A%3DUTF-8%27%27Top%2520Trends%2520%26%2520Predictions%2520for%2520Leading%2520Distributed%2520Teams%2520in%25202023.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=62b1465c97664efb4bca615d01ebe0eb8eb0b3f0edfcfe415996902f747c8717,2022-08-09 18:03:39 UTC
243,6548,7665,Key Elements That Make Remote Partnerships Successful ✨,https://s3.us-west-1.amazonaws.com/adair--prod/k2r63j7vc2xttjft3kc4k8o8kj12?response-content-disposition=attachment%3B%20filename%3D%22Key%20Elements%20That%20Make%20Remote%20Partnerships%20Successful%20%253F.srt%22%3B%20filename%2A%3DUTF-8%27%27Key%2520Elements%2520That%2520Make%2520Remote%2520Partnerships%2520Successful%2520%25E2%259C%25A8.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=61a1d49fa5df2db8f5a871eb631cf773e9dba14313515c8840f8cae31f7db249,2022-11-09 19:41:05 UTC
243,5406,6193,Transforming How We Work,https://s3.us-west-1.amazonaws.com/adair--prod/8sjdly3g5qafracau4ozk3k2glu0?response-content-disposition=attachment%3B%20filename%3D%22Transforming%20How%20We%20Work.srt%22%3B%20filename%2A%3DUTF-8%27%27Transforming%2520How%2520We%2520Work.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c23d720e4db6ced98ee941294c19bde2638f33969cc9721adf56bb293b39f4fb,2022-06-28 22:01:06 UTC
243,5342,6583,"AMA: How to Give, Receive, and Effectively Communicate Feedback",https://s3.us-west-1.amazonaws.com/adair--prod/2xy5o0whzm5i8ppmseoar00koqoq?response-content-disposition=attachment%3B%20filename%3D%22AMA-%20How%20to%20Give%252C%20Receive%252C%20and%20Effectively%20Communicate%20Feedback.srt%22%3B%20filename%2A%3DUTF-8%27%27AMA-%2520How%2520to%2520Give%252C%2520Receive%252C%2520and%2520Effectively%2520Communicate%2520Feedback.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=9121791882c9b57f754ef02dcca482cb5659ff983217d9c149daa65cef74fa0f,2022-08-02 18:00:40 UTC
243,5526,6745,Feng Shui + Panel: Leading with Compassion: How to Support a Distributed Workforce,https://s3.us-west-1.amazonaws.com/adair--prod/hfndx9fcka67qr6ijgeg32133264?response-content-disposition=attachment%3B%20filename%3D%22Feng%20Shui%20%2B%20Panel-%20Leading%20with%20Compassion-%20How%20to%20Support%20a%20Distributed%20Workforce.srt%22%3B%20filename%2A%3DUTF-8%27%27Feng%2520Shui%2520%2B%2520Panel-%2520Leading%2520with%2520Compassion-%2520How%2520to%2520Support%2520a%2520Distributed%2520Workforce.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=3300c98ce1ebc02c6c6bfaffe94ab766e1bfcbff5ac6fbe0beddb0c9638714d0,2022-08-17 18:04:59 UTC
243,6546,7516,The Power of LinkedIn As a Growth Engine 📈,https://s3.us-west-1.amazonaws.com/adair--prod/26xefk8ff3x7v98ozsrjinelm75l?response-content-disposition=attachment%3B%20filename%3D%22The%20Power%20of%20LinkedIn%20As%20a%20Growth%20Engine%20%253F.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Power%2520of%2520LinkedIn%2520As%2520a%2520Growth%2520Engine%2520%25F0%259F%2593%2588.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=d777d9e62edf8b27353eaac9e2c2f02b2af18e658bd404d89f1c17eda25c374f,2022-10-26 18:49:20 UTC
243,6547,7571,Revenue Marketing Across  The Customer Lifecycle,https://s3.us-west-1.amazonaws.com/adair--prod/wysa1etlvtguddvave4st5asjzns?response-content-disposition=attachment%3B%20filename%3D%22Revenue%20Marketing%20Across%20%20The%20Customer%20Lifecycle.srt%22%3B%20filename%2A%3DUTF-8%27%27Revenue%2520Marketing%2520Across%2520%2520The%2520Customer%2520Lifecycle.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c13db6fec699c7518322b8b10b3e124fe796921fbd2d0381c6f380522144e5c9,2022-11-02 18:47:36 UTC
